dia0_utt0,0.010395031,0.984299275,0.005305695,1
dia0_utt1,3.01E-06,0.999996976,1.20E-08,1
dia0_utt2,0.125244533,0.826138895,0.048616572,1
dia0_utt3,0.030982624,0.911750924,0.057266452,1
dia0_utt4,0.051956529,0.929082782,0.018960689,0
dia0_utt5,0.016045101,0.975829115,0.008125785,1
dia0_utt6,0.002557841,0.986046141,0.011396017,1
dia0_utt7,0.002925328,0.993596529,0.003478142,1
dia0_utt8,0.238345818,0.760252097,0.001402085,1
dia0_utt9,0.094887115,0.897912679,0.007200206,1
dia0_utt10,0.777520634,0.218859891,0.003619475,2
dia0_utt11,0.058181198,0.936339962,0.005478839,1
dia0_utt12,0.564427591,0.203760091,0.231812318,0
dia0_utt13,0.354344091,0.573751813,0.071904096,1
dia1_utt0,0.427818583,0.558939383,0.013242033,2
dia1_utt1,0.38119698,0.600429718,0.018373302,2
dia1_utt2,0.43706739,0.452322501,0.110610109,2
dia1_utt3,0.305988393,0.622034088,0.071977518,2
dia1_utt4,0.255805289,0.71439347,0.029801241,1
dia1_utt5,0.301026295,0.692653277,0.006320428,1
dia1_utt8,0.508571934,0.48782144,0.003606626,1
dia2_utt0,0.017099198,0.925388048,0.057512754,1
dia2_utt1,0.534423087,0.268369481,0.197207432,1
dia2_utt2,0.113214706,0.780053567,0.106731726,0
dia2_utt3,0.292099895,0.651648875,0.05625123,2
dia2_utt4,0.085949948,0.893702621,0.020347431,2
dia2_utt5,0.443582604,0.499161934,0.057255462,1
dia2_utt6,0.202014544,0.59753018,0.200455276,2
dia2_utt7,0.084395326,0.889154935,0.026449739,2
dia2_utt8,0.037569814,0.922124482,0.040305704,1
dia2_utt9,0.64658174,0.240097117,0.113321143,1
dia2_utt10,0.166431537,0.54259534,0.290973123,0
dia2_utt11,0.002702047,0.985492255,0.011805698,1
dia2_utt12,0.22429469,0.082009496,0.693695813,0
dia3_utt0,0.188970143,0.741237848,0.069792009,2
dia3_utt1,0.423143839,0.375061385,0.201794776,2
dia3_utt2,0.171269496,0.797654638,0.031075867,2
dia3_utt3,0.010910464,0.980452532,0.008637005,1
dia3_utt4,0.003264489,0.996495782,0.000239729,1
dia3_utt5,0.012049308,0.979015188,0.008935504,1
dia3_utt6,0.969814114,0.027977527,0.00220836,2
dia3_utt8,0.793928731,0.011420799,0.19465047,2
dia3_utt9,0.508227354,0.480255422,0.011517223,1
dia4_utt0,0.052453465,0.768021599,0.179524936,0
dia4_utt1,0.146325073,0.837093902,0.016581026,0
dia4_utt2,0.441353516,0.503518324,0.05512816,0
dia4_utt3,0.095303492,0.864832338,0.03986417,1
dia4_utt4,0.146745182,0.844304101,0.008950717,1
dia4_utt5,0.006349569,0.988216639,0.005433792,1
dia4_utt6,0.008740816,0.924363632,0.066895552,1
dia4_utt7,0.466231973,0.458416541,0.075351486,1
dia4_utt8,0.078984221,0.887028878,0.033986901,0
dia4_utt9,0.251384033,0.710722502,0.037893465,0
dia4_utt10,0.264100693,0.713803341,0.022095967,0
dia4_utt11,0.328239488,0.420283116,0.251477395,2
dia4_utt12,0.045772378,0.784946573,0.169281049,1
dia4_utt13,0.09673604,0.871042541,0.032221419,1
dia4_utt14,0.092447652,0.873873241,0.033679107,1
dia5_utt0,0.038898302,0.954687519,0.006414178,1
dia5_utt1,0.050546761,0.873438107,0.076015132,1
dia5_utt2,0.031038342,0.942418875,0.026542783,1
dia5_utt3,0.263710497,0.045764932,0.690524571,0
dia6_utt0,0.072772138,0.399969126,0.527258736,0
dia6_utt1,0.002388681,0.03075099,0.966860329,0
dia6_utt2,0.068943027,0.002973244,0.928083729,0
dia6_utt3,0.061002937,0.889459392,0.049537671,1
dia6_utt4,0.010518349,0.987441226,0.002040426,1
dia6_utt5,0.995649681,0.003912657,0.000437662,2
dia6_utt6,0.190340712,0.79989019,0.009769098,0
dia6_utt7,0.012577687,0.987402501,1.98E-05,1
dia6_utt8,0.541113634,0.445758767,0.013127599,2
dia6_utt9,0.999996413,2.19E-06,1.39E-06,2
dia6_utt10,0.999115109,0.000436113,0.000448778,2
dia6_utt11,0.583295539,0.378122396,0.038582065,2
dia6_utt12,0.08845843,0.910277653,0.001263917,1
dia6_utt13,0.002030203,0.994285093,0.003684705,1
dia6_utt14,0.184732236,0.746716238,0.068551526,2
dia6_utt15,0.997442415,0.002556899,6.86E-07,2
dia6_utt16,0.94547978,4.23E-05,0.054477922,2
dia6_utt17,0.998749908,2.39E-05,0.001226224,2
dia6_utt18,0.99999239,6.08E-09,7.60E-06,2
dia6_utt19,1,8.92E-13,3.43E-10,2
dia6_utt20,0.999999937,6.22E-08,4.22E-10,2
dia6_utt21,0.996161428,0.003574169,0.000264404,2
dia7_utt0,0.051862877,0.94685375,0.001283372,1
dia7_utt1,0.716123678,0.279916376,0.003959946,2
dia8_utt0,0.10851665,0.884396618,0.007086731,1
dia8_utt1,0.110571215,0.884126106,0.005302678,1
dia8_utt2,0.002732025,0.99697027,0.000297705,1
dia8_utt3,0.216950624,0.753584049,0.029465326,1
dia8_utt4,0.225686896,0.753022657,0.021290447,0
dia8_utt5,0.256967662,0.642401489,0.100630849,1
dia8_utt6,0.020315779,0.629912714,0.349771507,0
dia9_utt0,0.000285446,0.999573721,0.000140833,1
dia9_utt1,0.014319002,0.908227743,0.077453255,1
dia9_utt2,0.192368467,0.764703379,0.042928154,1
dia9_utt3,0.008463475,0.986768724,0.0047678,0
dia9_utt4,0.112339498,0.873005899,0.014654603,1
dia9_utt5,0.002529874,0.997181007,0.000289118,1
dia9_utt6,4.57E-05,0.998625195,0.00132913,1
dia9_utt7,0.255439366,0.734335442,0.010225192,1
dia9_utt8,0.414158585,0.538681731,0.047159684,1
dia9_utt9,0.144987369,0.8481954,0.006817231,0
dia9_utt10,0.613136539,0.350022819,0.036840642,1
dia9_utt11,0.218851015,0.763244115,0.01790487,1
dia9_utt12,0.198804561,0.693494664,0.107700774,2
dia9_utt13,0.290293757,0.684219228,0.025487015,2
dia10_utt0,0.855880724,0.143977644,0.000141633,2
dia10_utt1,0.997412892,0.000746935,0.001840173,2
dia10_utt2,0.495467957,0.116101045,0.388430998,2
dia10_utt3,0.018108612,0.670055464,0.311835924,2
dia10_utt4,0.93499826,0.059139773,0.005861967,2
dia10_utt5,0.99851236,0.001444719,4.29E-05,1
dia11_utt0,0.016489467,0.983249208,0.000261326,1
dia11_utt1,0.923219146,0.070055624,0.00672523,2
dia11_utt2,0.172547524,0.799467698,0.027984778,1
dia11_utt3,0.007986659,0.002451531,0.98956181,0
dia11_utt4,0.299427832,0.695195862,0.005376306,1
dia11_utt5,0.009905593,0.984708477,0.00538593,1
dia11_utt6,0.012156348,0.788144596,0.199699056,0
dia11_utt7,0.497511368,0.07779331,0.424695322,0
dia11_utt8,0.043400675,0.956533001,6.63E-05,0
dia11_utt9,0.359081992,0.579496649,0.061421359,0
dia12_utt0,0.588005821,0.401780937,0.010213243,1
dia12_utt1,0.578342503,0.403446739,0.018210758,0
dia12_utt2,0.40296587,0.590919079,0.006115051,2
dia12_utt3,0.419432554,0.57108259,0.009484856,2
dia12_utt4,0.578559426,0.405875222,0.015565353,2
dia12_utt5,0.191705219,0.586023684,0.222271097,1
